color_original,color_normalized,type,is_token,property,file,line,snippet
"#646cffaa","rgba(100,108,255,0.667)","hex",false,"filter","src/App.css",15,"filter: drop-shadow(0 0 2em #646cffaa);"
"#61dafbaa","rgba(97,218,251,0.667)","hex",false,"filter","src/App.css",19,"filter: drop-shadow(0 0 2em #61dafbaa);"
"#040404","rgba(4,4,4,1)","hex",false,"http","src/assets/icons/Black Logo.svg",1,"<svg id=""svg"" version=""1.1"" xmlns=""http://www.w3.org/2000/svg"" xmlns:xlink=""http://www.w3.org/1999/xlink"" width=""400"" he"
"#080404","rgba(8,4,4,1)","hex",false,"http","src/assets/icons/Black Logo.svg",1,"<svg id=""svg"" version=""1.1"" xmlns=""http://www.w3.org/2000/svg"" xmlns:xlink=""http://www.w3.org/1999/xlink"" width=""400"" he"
"#080404","rgba(8,4,4,1)","hex",false,"http","src/assets/icons/Black Logo.svg",1,"<svg id=""svg"" version=""1.1"" xmlns=""http://www.w3.org/2000/svg"" xmlns:xlink=""http://www.w3.org/1999/xlink"" width=""400"" he"
"#080404","rgba(8,4,4,1)","hex",false,"http","src/assets/icons/Black Logo.svg",1,"<svg id=""svg"" version=""1.1"" xmlns=""http://www.w3.org/2000/svg"" xmlns:xlink=""http://www.w3.org/1999/xlink"" width=""400"" he"
"#080404","rgba(8,4,4,1)","hex",false,"http","src/assets/icons/Black Logo.svg",1,"<svg id=""svg"" version=""1.1"" xmlns=""http://www.w3.org/2000/svg"" xmlns:xlink=""http://www.w3.org/1999/xlink"" width=""400"" he"
"#f47434","rgba(244,116,52,1)","hex",false,"http","src/assets/icons/logo-header.svg",1,"<svg id=""svg"" version=""1.1"" xmlns=""http://www.w3.org/2000/svg"" xmlns:xlink=""http://www.w3.org/1999/xlink"" width=""400"" he"
"#7cccdc","rgba(124,204,220,1)","hex",false,"http","src/assets/icons/logo-header.svg",1,"<svg id=""svg"" version=""1.1"" xmlns=""http://www.w3.org/2000/svg"" xmlns:xlink=""http://www.w3.org/1999/xlink"" width=""400"" he"
"#82d4dc","rgba(130,212,220,1)","hex",false,"http","src/assets/icons/logo-header.svg",1,"<svg id=""svg"" version=""1.1"" xmlns=""http://www.w3.org/2000/svg"" xmlns:xlink=""http://www.w3.org/1999/xlink"" width=""400"" he"
"#99d7e5","rgba(153,215,229,1)","hex",false,"http","src/assets/icons/logo-header.svg",1,"<svg id=""svg"" version=""1.1"" xmlns=""http://www.w3.org/2000/svg"" xmlns:xlink=""http://www.w3.org/1999/xlink"" width=""400"" he"
"#bfe6ec","rgba(191,230,236,1)","hex",false,"http","src/assets/icons/logo-header.svg",1,"<svg id=""svg"" version=""1.1"" xmlns=""http://www.w3.org/2000/svg"" xmlns:xlink=""http://www.w3.org/1999/xlink"" width=""400"" he"
"#fcfcfc","rgba(252,252,252,1)","hex",false,"http","src/assets/icons/White logo.svg",1,"<svg id=""svg"" version=""1.1"" xmlns=""http://www.w3.org/2000/svg"" xmlns:xlink=""http://www.w3.org/1999/xlink"" width=""400"" he"
"#040404","rgba(4,4,4,1)","hex",false,"http","src/assets/logos/horizontal low res photos/Black.svg",1,"<svg id=""svg"" version=""1.1"" xmlns=""http://www.w3.org/2000/svg"" xmlns:xlink=""http://www.w3.org/1999/xlink"" width=""400"" he"
"#080404","rgba(8,4,4,1)","hex",false,"http","src/assets/logos/horizontal low res photos/Black.svg",1,"<svg id=""svg"" version=""1.1"" xmlns=""http://www.w3.org/2000/svg"" xmlns:xlink=""http://www.w3.org/1999/xlink"" width=""400"" he"
"#080404","rgba(8,4,4,1)","hex",false,"http","src/assets/logos/horizontal low res photos/Black.svg",1,"<svg id=""svg"" version=""1.1"" xmlns=""http://www.w3.org/2000/svg"" xmlns:xlink=""http://www.w3.org/1999/xlink"" width=""400"" he"
"#080404","rgba(8,4,4,1)","hex",false,"http","src/assets/logos/horizontal low res photos/Black.svg",1,"<svg id=""svg"" version=""1.1"" xmlns=""http://www.w3.org/2000/svg"" xmlns:xlink=""http://www.w3.org/1999/xlink"" width=""400"" he"
"#080404","rgba(8,4,4,1)","hex",false,"http","src/assets/logos/horizontal low res photos/Black.svg",1,"<svg id=""svg"" version=""1.1"" xmlns=""http://www.w3.org/2000/svg"" xmlns:xlink=""http://www.w3.org/1999/xlink"" width=""400"" he"
"#f47434","rgba(244,116,52,1)","hex",false,"http","src/assets/logos/horizontal low res photos/Light blue with orange.svg",1,"<svg id=""svg"" version=""1.1"" xmlns=""http://www.w3.org/2000/svg"" xmlns:xlink=""http://www.w3.org/1999/xlink"" width=""400"" he"
"#7cccdc","rgba(124,204,220,1)","hex",false,"http","src/assets/logos/horizontal low res photos/Light blue with orange.svg",1,"<svg id=""svg"" version=""1.1"" xmlns=""http://www.w3.org/2000/svg"" xmlns:xlink=""http://www.w3.org/1999/xlink"" width=""400"" he"
"#82d4dc","rgba(130,212,220,1)","hex",false,"http","src/assets/logos/horizontal low res photos/Light blue with orange.svg",1,"<svg id=""svg"" version=""1.1"" xmlns=""http://www.w3.org/2000/svg"" xmlns:xlink=""http://www.w3.org/1999/xlink"" width=""400"" he"
"#99d7e5","rgba(153,215,229,1)","hex",false,"http","src/assets/logos/horizontal low res photos/Light blue with orange.svg",1,"<svg id=""svg"" version=""1.1"" xmlns=""http://www.w3.org/2000/svg"" xmlns:xlink=""http://www.w3.org/1999/xlink"" width=""400"" he"
"#bfe6ec","rgba(191,230,236,1)","hex",false,"http","src/assets/logos/horizontal low res photos/Light blue with orange.svg",1,"<svg id=""svg"" version=""1.1"" xmlns=""http://www.w3.org/2000/svg"" xmlns:xlink=""http://www.w3.org/1999/xlink"" width=""400"" he"
"#fcfcfc","rgba(252,252,252,1)","hex",false,"http","src/assets/logos/horizontal low res photos/White logo.svg",1,"<svg id=""svg"" version=""1.1"" xmlns=""http://www.w3.org/2000/svg"" xmlns:xlink=""http://www.w3.org/1999/xlink"" width=""400"" he"
"#fff","rgba(255,255,255,1)","hex",false,"fill","src/assets/logos/salesforce-logo2.svg",6,"fill: #fff;"
"#0d9dda","rgba(13,157,218,1)","hex",false,"fill","src/assets/logos/salesforce-logo2.svg",10,"fill: #0d9dda;"
"#00D8FF","rgba(0,216,255,1)","hex",false,"http","src/assets/react.svg",1,"<svg xmlns=""http://www.w3.org/2000/svg"" xmlns:xlink=""http://www.w3.org/1999/xlink"" aria-hidden=""true"" role=""img"" class="""
"var(--color-teal-dark)","--color-teal-dark","var",true,"background-color","src/components/layout/Footer.css",4,"background-color: var(--color-teal-dark);"
"white","rgba(255,255,255,1)","named",false,"color","src/components/layout/Footer.css",7,"color: white;"
"white","rgba(255,255,255,1)","named",false,"marginbottom","src/components/layout/Footer.jsx",23,"<h3 style={{ marginBottom: '1rem', color: 'white' }}>Workplace Therapeutics</h3>"
"rgba(255, 255, 255, 0.8)","rgba(255,255,255,0.8)","rgb",false,"marginbottom","src/components/layout/Footer.jsx",24,"<p style={{ marginBottom: '1.5rem', color: 'rgba(255, 255, 255, 0.8)' }}>"
"rgba(255, 255, 255, 0.9)","rgba(255,255,255,0.9)","rgb",false,"color","src/components/layout/Footer.jsx",27,"<div style={{ color: 'rgba(255, 255, 255, 0.9)', marginBottom: '1.5rem' }}>"
"white","rgba(255,255,255,1)","named",false,"color","src/components/layout/Footer.jsx",33,"<a href=""https://www.linkedin.com/company/11025564/"" target=""_blank"" rel=""noopener noreferrer"" style={{ color: 'white', "
"white","rgba(255,255,255,1)","named",false,"color","src/components/layout/Footer.jsx",36,"<a href=""https://www.instagram.com/workplace_therapeutics/"" target=""_blank"" rel=""noopener noreferrer"" style={{ color: 'w"
"white","rgba(255,255,255,1)","named",false,"color","src/components/layout/Footer.jsx",39,"<a href=""https://www.facebook.com/workplacetherapeutics"" target=""_blank"" rel=""noopener noreferrer"" style={{ color: 'whit"
"white","rgba(255,255,255,1)","named",false,"marginbottom","src/components/layout/Footer.jsx",47,"<h4 style={{ marginBottom: '1rem', color: 'white' }}>Quick Links</h4>"
"rgba(255, 255, 255, 0.8)","rgba(255,255,255,0.8)","rgb",false,"color","src/components/layout/Footer.jsx",51,"<Link to={link.path} style={{ color: 'rgba(255, 255, 255, 0.8)', textDecoration: 'none' }}>{link.name}</Link>"
"rgba(255, 255, 255, 0.1)","rgba(255,255,255,0.1)","rgb",false,"bordertop","src/components/layout/Footer.jsx",60,"<div style={{ borderTop: '1px solid rgba(255, 255, 255, 0.1)', marginTop: '3rem', paddingTop: '1.5rem', textAlign: 'cent"
"rgba(255, 255, 255, 0.6)","rgba(255,255,255,0.6)","rgb",false,"bordertop","src/components/layout/Footer.jsx",60,"<div style={{ borderTop: '1px solid rgba(255, 255, 255, 0.1)', marginTop: '3rem', paddingTop: '1.5rem', textAlign: 'cent"
"transparent","rgba(0,0,0,0)","named",false,"background-color","src/components/layout/Header.css",7,"background-color: transparent;"
"transparent","rgba(0,0,0,0)","named",false,"border-bottom","src/components/layout/Header.css",10,"border-bottom: 1px solid transparent;"
"transparent","rgba(0,0,0,0)","named",false,"background-color","src/components/layout/Header.css",14,"background-color: transparent;"
"teal","rgba(0,128,128,1)","named",false,"unknown","src/components/layout/Header.css",57,"/* Teal color */"
"white","rgba(255,255,255,1)","named",false,"color","src/components/layout/Header.css",78,"color: white;"
"var(--color-teal)","--color-teal","var",true,"color","src/components/layout/Header.css",118,"color: var(--color-teal);"
"var(--color-teal)","--color-teal","var",true,"color","src/components/layout/Header.css",122,"color: var(--color-teal);"
"rgba(0, 0, 0, 0.4)","rgba(0,0,0,0.4)","rgb",false,"background-color","src/components/layout/Header.css",136,"background-color: rgba(0, 0, 0, 0.4);"
"white","rgba(255,255,255,1)","named",false,"background","src/components/layout/Header.css",156,"background: white;"
"var(--spacing-md)","--spacing-md","var",true,"padding","src/components/layout/Header.css",158,"padding: 80px var(--spacing-md) var(--spacing-md);"
"var(--spacing-md)","--spacing-md","var",true,"padding","src/components/layout/Header.css",158,"padding: 80px var(--spacing-md) var(--spacing-md);"
"rgba(0, 0, 0, 0.15)","rgba(0,0,0,0.15)","rgb",false,"box-shadow","src/components/layout/Header.css",162,"box-shadow: -5px 0 25px rgba(0, 0, 0, 0.15);"
"var(--spacing-sm)","--spacing-sm","var",true,"padding","src/components/layout/Header.css",174,"padding: var(--spacing-sm);"
"var(--color-text-main)","--color-text-main","var",true,"color","src/components/layout/Header.css",177,"color: var(--color-text-main);"
"var(--radius-md)","--radius-md","var",true,"border-radius","src/components/layout/Header.css",178,"border-radius: var(--radius-md);"
"transparent","rgba(0,0,0,0)","named",false,"border-left","src/components/layout/Header.css",180,"border-left: 3px solid transparent;"
"var(--color-bg-subtle)","--color-bg-subtle","var",true,"background-color","src/components/layout/Header.css",184,"background-color: var(--color-bg-subtle);"
"white","rgba(255,255,255,1)","named",false,"color","src/components/layout/Header.css",189,"color: white;"
"var(--color-teal-dark)","--color-teal-dark","var",true,"background-color","src/components/layout/Header.css",190,"background-color: var(--color-teal-dark);"
"var(--color-orange)","--color-orange","var",true,"border-left-color","src/components/layout/Header.css",191,"border-left-color: var(--color-orange);"
"var(--color-teal)","--color-teal","var",true,"background-color","src/components/layout/Header.css",233,"background-color: var(--color-teal);"
"white","rgba(255,255,255,1)","named",false,"color","src/components/layout/Header.css",235,"color: white;"
"rgba(0, 0, 0, 0.15)","rgba(0,0,0,0.15)","rgb",false,"box-shadow","src/components/layout/Header.css",246,"box-shadow: 0 4px 12px rgba(0, 0, 0, 0.15);"
"var(--color-teal-dark)","--color-teal-dark","var",true,"background-color","src/components/layout/Header.css",253,"background-color: var(--color-teal-dark);"
"rgba(0, 0, 0, 0.2)","rgba(0,0,0,0.2)","rgb",false,"box-shadow","src/components/layout/Header.css",255,"box-shadow: 0 6px 16px rgba(0, 0, 0, 0.2);"
"var(--color-text-main)","--color-text-main","var",true,"color","src/components/layout/Header.css",260,"color: var(--color-text-main);"
"teal","rgba(0,128,128,1)","named",false,"unknown","src/components/layout/Header.css",278,"/* Teal color */"
"white","rgba(255,255,255,1)","named",false,"background-color","src/components/layout/Header.css",288,"background-color: white;"
"rgba(0, 0, 0, 0.1)","rgba(0,0,0,0.1)","rgb",false,"box-shadow","src/components/layout/Header.css",296,"box-shadow: 0 10px 40px rgba(0, 0, 0, 0.1);"
"var(--color-border)","--color-border","var",true,"border-bottom","src/components/layout/Header.css",297,"border-bottom: 1px solid var(--color-border);"
"var(--color-text-main)","--color-text-main","var",true,"color","src/components/layout/Header.css",323,"color: var(--color-text-main);"
"transparent","rgba(0,0,0,0)","named",false,"border-bottom","src/components/layout/Header.css",325,"border-bottom: 2px solid transparent;"
"var(--color-teal)","--color-teal","var",true,"color","src/components/layout/Header.css",331,"color: var(--color-teal);"
"var(--color-teal-dark)","--color-teal-dark","var",true,"color","src/components/layout/Header.css",336,"color: var(--color-teal-dark);"
"var(--radius-md)","--radius-md","var",true,"border-radius","src/components/layout/Header.css",352,"border-radius: var(--radius-md);"
"transparent","rgba(0,0,0,0)","named",false,"border","src/components/layout/Header.css",356,"border: 1px solid transparent;"
"var(--color-bg-teal-soft)","--color-bg-teal-soft","var",true,"background-color","src/components/layout/Header.css",363,"background-color: var(--color-bg-teal-soft) !important;"
"var(--color-teal)","--color-teal","var",true,"color","src/components/layout/Header.css",364,"color: var(--color-teal) !important;"
"var(--color-teal-light)","--color-teal-light","var",true,"border-color","src/components/layout/Header.css",365,"border-color: var(--color-teal-light) !important;"
"#e0f5f8","rgba(224,245,248,1)","hex",false,"background-color","src/components/layout/Header.css",369,"background-color: #e0f5f8 !important;"
"rgba(0, 0, 0, 0.05)","rgba(0,0,0,0.05)","rgb",false,"box-shadow","src/components/layout/Header.css",371,"box-shadow: 0 2px 4px rgba(0, 0, 0, 0.05);"
"var(--color-bg-orange-soft)","--color-bg-orange-soft","var",true,"background-color","src/components/layout/Header.css",375,"background-color: var(--color-bg-orange-soft) !important;"
"var(--color-orange-dark)","--color-orange-dark","var",true,"color","src/components/layout/Header.css",376,"color: var(--color-orange-dark) !important;"
"#ffd8bf","rgba(255,216,191,1)","hex",false,"border-color","src/components/layout/Header.css",377,"border-color: #ffd8bf !important;"
"#fff0db","rgba(255,240,219,1)","hex",false,"background-color","src/components/layout/Header.css",381,"background-color: #fff0db !important;"
"white","rgba(255,255,255,1)","named",false,"background-color","src/components/layout/Header.css",389,"background-color: white;"
"rgba(0, 0, 0, 0.05)","rgba(0,0,0,0.05)","rgb",false,"box-shadow","src/components/layout/Header.css",394,"box-shadow: 0 1px 2px rgba(0, 0, 0, 0.05);"
"white","rgba(255,255,255,1)","named",false,"unknown","src/components/layout/Header.jsx",38,"// Over dark section → white icon/logo (isScrolled = false)"
"teal","rgba(0,128,128,1)","named",false,"unknown","src/components/layout/Header.jsx",39,"// Over light section → teal icon/logo (isScrolled = true)"
"var(--color-orange-dark)","--color-orange-dark","var",true,"unknown","src/components/layout/Header.jsx",128,"<MessageCircle size={16} color=""var(--color-orange-dark)"" strokeWidth={2.5} />"
"var(--color-teal)","--color-teal","var",true,"unknown","src/components/layout/Header.jsx",134,"<User size={16} color=""var(--color-teal)"" strokeWidth={2.5} />"
"rgba(0, 0, 0, 0.4)","rgba(0,0,0,0.4)","rgb",false,"background-color","src/components/layout/SideNavbar.css",8,"background-color: rgba(0, 0, 0, 0.4);"
"rgba(255, 255, 255, 0.95)","rgba(255,255,255,0.95)","rgb",false,"background-color","src/components/layout/SideNavbar.css",28,"background-color: rgba(255, 255, 255, 0.95);"
"rgba(0, 0, 0, 0.1)","rgba(0,0,0,0.1)","rgb",false,"box-shadow","src/components/layout/SideNavbar.css",31,"box-shadow: -5px 0 25px rgba(0, 0, 0, 0.1);"
"var(--spacing-md)","--spacing-md","var",true,"padding","src/components/layout/SideNavbar.css",36,"padding: var(--spacing-md);"
"var(--spacing-sm)","--spacing-sm","var",true,"margin-bottom","src/components/layout/SideNavbar.css",48,"margin-bottom: var(--spacing-sm);"
"var(--color-gray-200)","--color-gray-200","var",true,"border-bottom","src/components/layout/SideNavbar.css",50,"border-bottom: 1px solid var(--color-gray-200);"
"var(--font-heading)","--font-heading","var",true,"font-family","src/components/layout/SideNavbar.css",54,"font-family: var(--font-heading);"
"var(--text-xl)","--text-xl","var",true,"font-size","src/components/layout/SideNavbar.css",55,"font-size: var(--text-xl);"
"var(--color-primary)","--color-primary","var",true,"color","src/components/layout/SideNavbar.css",56,"color: var(--color-primary);"
"var(--color-gray-500)","--color-gray-500","var",true,"color","src/components/layout/SideNavbar.css",64,"color: var(--color-gray-500);"
"var(--color-orange)","--color-orange","var",true,"color","src/components/layout/SideNavbar.css",74,"color: var(--color-orange);"
"var(--color-gray-50)","--color-gray-50","var",true,"background-color","src/components/layout/SideNavbar.css",75,"background-color: var(--color-gray-50);"
"var(--font-heading)","--font-heading","var",true,"font-family","src/components/layout/SideNavbar.css",86,"font-family: var(--font-heading);"
"var(--color-text)","--color-text","var",true,"color","src/components/layout/SideNavbar.css",88,"color: var(--color-text);"
"var(--color-orange)","--color-orange","var",true,"color","src/components/layout/SideNavbar.css",96,"color: var(--color-orange);"
"var(--color-teal)","--color-teal","var",true,"color","src/components/layout/SideNavbar.css",101,"color: var(--color-teal);"
"var(--spacing-md)","--spacing-md","var",true,"padding-top","src/components/layout/SideNavbar.css",108,"padding-top: var(--spacing-md);"
"var(--color-gray-200)","--color-gray-200","var",true,"border-top","src/components/layout/SideNavbar.css",109,"border-top: 1px solid var(--color-gray-200);"
"var(--spacing-sm)","--spacing-sm","var",true,"gap","src/components/layout/SideNavbar.css",125,"gap: var(--spacing-sm);"
"var(--spacing-md)","--spacing-md","var",true,"margin-top","src/components/layout/SideNavbar.css",126,"margin-top: var(--spacing-md);"
"var(--spacing-sm)","--spacing-sm","var",true,"padding-top","src/components/layout/SideNavbar.css",127,"padding-top: var(--spacing-sm);"
"var(--color-gray-200)","--color-gray-200","var",true,"border-top","src/components/layout/SideNavbar.css",128,"border-top: 1px solid var(--color-gray-200);"
"var(--color-orange-dark)","--color-orange-dark","var",true,"unknown","src/components/layout/SideNavbar.jsx",66,"<MessageCircle size={16} color=""var(--color-orange-dark)"" strokeWidth={2.5} />"
"var(--color-teal)","--color-teal","var",true,"unknown","src/components/layout/SideNavbar.jsx",72,"<User size={16} color=""var(--color-teal)"" strokeWidth={2.5} />"
"var(--color-gray-500)","--color-gray-500","var",true,"fontsize","src/components/layout/SideNavbar.jsx",79,"<p style={{ fontSize: '0.9rem', color: 'var(--color-gray-500)' }}>"
"var(--spacing-2xl)","--spacing-2xl","var",true,"padding","src/components/sections/AudienceSelector.css",2,"padding: var(--spacing-2xl) 0;"
"var(--color-bg-subtle)","--color-bg-subtle","var",true,"background-color","src/components/sections/AudienceSelector.css",3,"background-color: var(--color-bg-subtle);"
"var(--spacing-xl)","--spacing-xl","var",true,"margin-bottom","src/components/sections/AudienceSelector.css",8,"margin-bottom: var(--spacing-xl);"
"var(--color-teal-dark)","--color-teal-dark","var",true,"color","src/components/sections/AudienceSelector.css",9,"color: var(--color-teal-dark);"
"var(--spacing-lg)","--spacing-lg","var",true,"gap","src/components/sections/AudienceSelector.css",15,"gap: var(--spacing-lg);"
"white","rgba(255,255,255,1)","named",false,"background","src/components/sections/AudienceSelector.css",27,"background: white;"
"transparent","rgba(0,0,0,0)","named",false,"border","src/components/sections/AudienceSelector.css",28,"border: 2px solid transparent;"
"var(--radius-lg)","--radius-lg","var",true,"border-radius","src/components/sections/AudienceSelector.css",29,"border-radius: var(--radius-lg);"
"var(--spacing-xl)","--spacing-xl","var",true,"padding","src/components/sections/AudienceSelector.css",30,"padding: var(--spacing-xl) var(--spacing-lg);"
"var(--spacing-lg)","--spacing-lg","var",true,"padding","src/components/sections/AudienceSelector.css",30,"padding: var(--spacing-xl) var(--spacing-lg);"
"var(--spacing-md)","--spacing-md","var",true,"gap","src/components/sections/AudienceSelector.css",36,"gap: var(--spacing-md);"
"var(--shadow-md)","--shadow-md","var",true,"box-shadow","src/components/sections/AudienceSelector.css",37,"box-shadow: var(--shadow-md);"
"var(--shadow-lg)","--shadow-lg","var",true,"box-shadow","src/components/sections/AudienceSelector.css",43,"box-shadow: var(--shadow-lg);"
"var(--color-teal)","--color-teal","var",true,"border-color","src/components/sections/AudienceSelector.css",44,"border-color: var(--color-teal);"
"var(--color-teal)","--color-teal","var",true,"color","src/components/sections/AudienceSelector.css",48,"color: var(--color-teal);"
"var(--color-teal-light)","--color-teal-light","var",true,"background","src/components/sections/AudienceSelector.css",49,"background: var(--color-teal-light);"
"var(--spacing-md)","--spacing-md","var",true,"padding","src/components/sections/AudienceSelector.css",50,"padding: var(--spacing-md);"
"var(--spacing-sm)","--spacing-sm","var",true,"margin-bottom","src/components/sections/AudienceSelector.css",52,"margin-bottom: var(--spacing-sm);"
"var(--color-text-main)","--color-text-main","var",true,"color","src/components/sections/AudienceSelector.css",57,"color: var(--color-text-main);"
"var(--color-text-muted)","--color-text-muted","var",true,"color","src/components/sections/AudienceSelector.css",61,"color: var(--color-text-muted);"
"var(--color-orange)","--color-orange","var",true,"color","src/components/sections/AudienceSelector.css",67,"color: var(--color-orange);"
"var(--spacing-md)","--spacing-md","var",true,"margin-top","src/components/sections/AudienceSelector.css",68,"margin-top: var(--spacing-md);"
"white","rgba(255,255,255,1)","named",false,"backgroundcolor","src/components/sections/CTASection.jsx",87,"backgroundColor: isMobile ? 'white' : 'transparent',"
"transparent","rgba(0,0,0,0)","named",false,"backgroundcolor","src/components/sections/CTASection.jsx",87,"backgroundColor: isMobile ? 'white' : 'transparent',"
"transparent","rgba(0,0,0,0)","named",false,"backgroundcolor","src/components/sections/CTASection.jsx",92,"backgroundColor: isClean ? 'transparent' : 'white',"
"white","rgba(255,255,255,1)","named",false,"backgroundcolor","src/components/sections/CTASection.jsx",92,"backgroundColor: isClean ? 'transparent' : 'white',"
